Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],HVAC-System Capacity [kW],Baseboard Capacity Sum [kW],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Electricity [kWh]
Simulation454,Urban,55,7,4.43,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,1980_2004,22.6,25.7,5.8,0.14,20.6,24.8,5,0.46,59955.9744,13534.08,4.330934,14.15,28.57,14.15,28.57,1672.95166,3898.051096,98.924,42.732,56.191
Simulation456,Suburbs,21,3,4,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,23,24.4,5.6,0.12,23.7,27,5.1,0.22,19142.07443,4785.518608,5.968491,65.96,45.85,65.96,45.85,714.151139,1706.089256,107.659,53.842,53.817
Simulation457,Country,165,9,4,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,21.3,24.2,5.9,0.19,22.7,25.4,6.8,0.48,137846.7936,34461.6984,3.278366,69.05,50.84,69.05,50.84,3169.489116,6865.98831,78.353,22.508,55.845
Simulation458,Urban,4,6,4.26,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2013,21.2,25.7,5.4,0.18,20.3,24.2,6.9,0.47,28446.92532,6677.682,6.641348,26.11,19.27,26.11,19.27,1117.53824,2474.333063,108.191,53.464,54.728
Simulation459,Urban,33,9,4.17,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,2007,21.6,24.9,5.8,0.17,23.8,26.8,6.2,0.33,102587.8985,24601.4145,4.102482,28.39,19.03,28.39,19.03,2529.627121,5704.038542,84.627,28.298,56.329
Simulation460,Suburbs,163,5,3.44,External-Shading,NZEB,DHWBaseboard,Electric_TanklessHeater,2007,21.7,25.2,4.5,0.15,22.6,24.2,6.7,0.24,32434.68689,9428.688048,4.942326,24.13,18.16,24.13,18.16,1023.892728,1397.695753,142.124,88.138,53.985
Simulation461,City,82,5,3.35,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2013,21.7,24.2,4.3,0.1,21.6,24.9,5.1,0.16,43428.79321,12963.81887,4.564351,18.98,26.2,18.98,26.2,1301.73054,1695.128348,150.699,96.463,54.235
Simulation462,City,157,2,4.34,External-Shading,Passive,BoilerBaseboard,Electric_WaterHeater,1980_2004,21.5,24.7,4.7,0.06,23.4,26,5.2,0.21,24088.82087,5550.419556,5.869137,26.18,21.31,26.18,21.31,768.94517,1010.849604,212.825,162.241,50.585
Simulation463,Suburbs,13,7,2.87,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2013,21.3,24.1,4.9,0.09,20.5,25,6.4,0.26,36251.63097,12631.2303,5.505924,56.32,45.36,56.32,45.36,1274.588261,2705.352715,80.837,25.739,55.098
Simulation464,Suburbs,41,6,2.94,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2010,21.7,25.2,4.1,0.1,21.4,24.3,5.5,0.3,47829.34406,16268.48438,3.989861,58.77,48.66,58.77,48.66,1489.32237,1921.870241,139.037,82.659,56.378
Simulation465,Country,75,4,4.47,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2016,23.4,25.2,5.3,0.15,23.8,24.9,5.1,0.37,36728.41701,8216.6481,4.887627,21.33,26.39,21.33,26.39,1240.02469,3306.965904,107.937,52.743,55.193
Simulation468,Suburbs,39,5,3.42,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,1980_2004,23.2,24.9,4.1,0.11,23.3,24.1,6.4,0.29,37608.9099,10996.75728,4.818498,25.55,17.9,25.55,17.9,1307.631352,3465.77064,92.449,37.106,55.343
Simulation469,Urban,42,7,3.43,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,2019,23.9,25.1,4.2,0.18,21.3,26.8,5.1,0.5,44346.64671,12929.05152,5.472009,37.3,32.06,37.3,32.06,1571.386983,3814.354132,93.528,36.903,56.625
Simulation471,Urban,166,8,4.5,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2010,23.6,24.7,4.7,0.13,20.6,24.1,5.6,0.27,50961.6198,11324.8044,6.391443,26.35,22.84,26.35,22.84,1923.342433,4730.027891,121.918,66.724,55.194
Simulation472,Urban,103,9,2.97,External-Shading,GEG,DHWBaseboard,Gas_WaterHeater,2007,21.5,24.5,5.6,0.13,21,25.6,6.1,0.47,78399.10283,26397.00432,3.448797,21.24,33.73,21.24,33.73,1732.631616,2497.157935,95.997,39.847,56.15
Simulation477,Urban,11,3,3.22,Low-SHGC-Value,GEG,DHWBaseboard,Electric_TanklessHeater,1980_2004,22.7,24.9,4.2,0.16,21.1,26.7,6,0.33,13251.32235,4115.3175,6.816449,31.32,27.06,31.32,27.06,587.375388,795.33657,190.487,137.902,52.584
Simulation478,City,112,1,4.45,External-Shading,GEG,BoilerBaseboard,Gas_WaterHeater,2016,23.5,24.2,5.4,0.11,22,26.5,5.6,0.43,7833.335445,1760.3001,8.587328,50.06,66.82,50.06,66.82,359.68451,482.872957,311.23,259.743,51.488
Simulation479,Suburbs,112,10,3.97,External-Shading,Passive,DHWBaseboard,Electric_TanklessHeater,2007,23.5,25.8,5.4,0.14,20.7,25.2,5.5,0.31,86342.73334,21748.79933,5.101005,22.09,27.38,22.09,27.38,2786.475804,3826.13572,150.568,96.015,54.553
Simulation480,Suburbs,14,7,3.3,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2016,21.4,24.6,4.7,0.05,20.6,24.6,6.2,0.22,49892.36472,15118.8984,4.649504,64.23,51.47,64.23,51.47,1595.277909,3346.565406,84.49,28.804,55.685
Simulation481,City,8,8,3.55,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2019,21.8,24.9,5.8,0.17,20.4,25.2,5.7,0.29,35153.38325,9902.36148,6.530633,24.95,17.06,24.95,17.06,1305.397307,2855.551276,97.774,42.841,54.934
Simulation482,Suburbs,119,2,3.59,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2004,23.4,25,5,0.12,21.3,26.1,6,0.27,20334.82264,5664.296,5.910382,50.28,66.09,50.28,66.09,755.186124,1031.772715,174.633,118.632,56.001
Simulation483,Urban,136,3,3.65,External-Shading,GEG,DHWBaseboard,Gas_TanklessHeater,2010,23.2,24.9,5.9,0.1,22,25.2,6,0.36,29838.77497,8175.00684,4.579812,26.72,15.51,26.72,15.51,965.53206,1335.969339,153.987,99.523,54.463
Simulation484,Suburbs,39,8,2.9,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2004,21,24.4,5.8,0.18,20.6,24.7,6,0.34,62190.67806,21445.0614,3.915706,22.14,15.37,22.14,15.37,1679.922482,3575.261191,73.374,17.536,55.838
Simulation485,Country,37,7,4.16,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,1980_2004,23.2,25.2,5.8,0.14,20.8,25.1,6.4,0.17,40482.58859,9731.391488,6.230513,26.27,17.4,26.27,17.4,1500.93893,2015.283852,210.713,154.627,56.087
Simulation486,Country,167,4,3.62,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,1980_2004,23,25.8,4.2,0.16,23.3,24.7,6.7,0.37,18169.37621,5019.1647,6.11333,61.23,47.09,61.23,47.09,749.018675,1814.591213,105.534,49.563,55.971
Simulation489,Suburbs,76,8,4.19,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,pre_1980,23.5,25.5,5.4,0.17,21.1,25.9,6.2,0.46,38315.14588,9144.426225,6.654341,21.67,23.4,21.67,23.4,1623.702834,4146.607881,119.604,65.701,53.904
Simulation490,Urban,19,2,3.97,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,23.6,24.4,4.2,0.17,23.5,24.4,5.6,0.21,16836.3785,4240.901385,6.120554,68.07,47.76,68.07,47.76,657.355061,1706.241999,113.521,59.227,54.293
Simulation491,City,10,5,4.01,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2016,21.8,24.8,5.1,0.18,22.4,24.8,6.4,0.36,27759.15908,6922.48356,6.537117,24.56,18.4,24.56,18.4,922.164588,1257.335295,170.458,114.97,55.488
Simulation492,Suburbs,15,1,2.95,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2013,23,24.2,4.6,0.07,22.6,26.2,5,0.18,6321.723681,2142.95718,7.977685,57.83,45.97,57.83,45.97,347.410588,849.502151,121.641,72.249,49.391
Simulation493,Suburbs,104,6,3.58,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,22.5,25.1,5.1,0.13,20.5,25.5,5.2,0.25,21214.13066,5925.73482,7.094275,16.58,21.21,16.58,21.21,868.56774,1184.953439,188.215,133.713,54.501
Simulation494,Country,103,5,4.44,External-Shading,GEG,DHWBaseboard,Gas_TanklessHeater,2007,22.4,25.6,4.6,0.19,21.7,24,6.3,0.17,38409.4854,8650.785,5.153472,37.22,47.32,37.22,47.32,1243.94712,1718.95737,176.144,120.5,55.644
Simulation495,Suburbs,94,2,3.58,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2019,23.3,24.8,4.5,0.13,23.9,25.4,6.1,0.37,5528.070067,1544.15365,11.168214,16.99,23.85,16.99,23.85,316.945839,851.111207,142.191,85.214,56.976
Simulation496,City,179,9,3.13,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,2019,21.9,24.2,4.5,0.05,23,25.1,6.9,0.3,56335.27683,17998.491,4.671527,20.4,18.09,20.4,18.09,1942.51728,2660.939637,142.112,87.086,55.026
Simulation497,Country,173,3,2.92,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_TanklessHeater,2013,22.8,24.4,4.7,0.11,23,24.1,5.7,0.3,18520.91431,6342.778872,5.546802,57.74,45.34,57.74,45.34,700.440528,951.320149,155.717,102.441,53.277
Simulation498,Urban,23,1,3.97,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2010,23.4,24,5.1,0.17,22.4,25.8,5.2,0.42,9716.275567,2447.424576,7.225835,27.72,20.26,27.72,20.26,433.594907,1157.500584,121.689,71.076,50.613
Simulation499,Urban,10,4,4.39,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,pre_1980,21,24.8,4.1,0.1,22.7,26.5,6.3,0.19,21312.42889,4854.7674,6.902733,25.23,18.55,25.23,18.55,825.948009,1881.116959,114.838,62.45,52.388
Simulation500,City,49,3,3.91,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,21.8,24.8,5.6,0.15,21.2,25,6,0.42,21676.33385,5543.8194,5.813281,28.36,40.12,28.36,40.12,756.101415,1685.012318,100.884,47.822,53.063
Simulation502,Urban,100,4,4.02,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2004,23.5,25,4.6,0.09,22.7,25.6,6.1,0.36,22945.43158,5707.8188,5.98875,19.49,24.36,19.49,24.36,941.109859,2441.618372,118.367,61.784,56.583
Simulation504,Suburbs,68,9,4,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_TanklessHeater,2007,22.9,25.5,4.6,0.1,20.6,25.9,7,0.28,51050.63552,12762.65888,5.246892,49.97,65.6,49.97,65.6,1833.66132,2398.177115,221.144,166.26,54.884
Simulation505,Urban,36,3,2.98,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2013,23.8,24.3,4.4,0.09,20.5,25.7,5.5,0.22,12472.67223,4185.46048,6.707983,18.54,15.7,18.54,15.7,568.856764,1402.473843,108.029,52.988,55.04
Simulation506,City,158,2,4.09,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,1980_2004,23.2,25.9,4.3,0.08,22,26.3,5.4,0.28,12994.18436,3177.06219,7.11176,23.98,19.67,23.98,19.67,568.86783,769.379643,274.064,220.456,53.607
Simulation507,Urban,16,2,3.27,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,2007,23,25.5,5.4,0.16,21.9,26.4,6.2,0.35,21827.35611,6675.032448,4.838888,36.02,31,36.02,31,798.24298,1057.032284,182.449,132.405,50.045
Simulation508,Suburbs,55,2,3.35,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2010,23.5,25.2,5.3,0.2,20.3,24,6.6,0.4,11559.83813,3450.69795,6.760179,43.02,61.25,43.02,61.25,499.463427,1236.480319,105.496,52.152,53.344
Simulation509,Suburbs,81,4,3.61,Low-SHGC-Value,GEG,DHWBaseboard,Electric_TanklessHeater,2007,21.4,25.3,5.5,0.19,23.4,26.6,6.6,0.32,31467.08311,8716.64352,4.69878,49.35,64.36,49.35,64.36,1006.379544,1391.263758,146.533,91.643,54.89
Simulation510,Suburbs,2,8,3.66,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2013,22.2,24.6,5.7,0.1,23.4,26.9,5.6,0.4,50739.07007,13863.1339,4.699344,63.74,53.02,63.74,53.02,1812.587345,4461.4839,97.444,41.444,56
Simulation511,Suburbs,140,9,3.55,External-Shading,GEG,DHWBaseboard,Gas_WaterHeater,2004,23.5,24.5,5.4,0.16,23,24.5,6.3,0.42,87853.87776,24747.5712,3.580428,26.11,19.15,26.11,19.15,2288.682864,3188.545594,121.54,66.453,55.086
Simulation512,Urban,27,3,2.81,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2010,23.2,25.5,5.6,0.2,20.2,24.6,6.2,0.41,19824.831,7055.1,5.322877,19.77,15.66,19.77,15.66,809.304815,2026.46849,90.266,34.593,55.673
Simulation513,Urban,16,7,3.67,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,22.1,24.1,4.8,0.1,23.8,24.3,5.4,0.32,37691.72534,10270.22489,5.47504,64.21,44.57,64.21,44.57,1331.859408,1811.222998,163.144,107.424,55.72
Simulation515,Suburbs,157,3,3.66,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2013,23.8,25.6,4.9,0.11,21.2,25.8,6,0.28,24317.955,6644.25,4.996805,0,0,0,0,0,0,0,0,0
Simulation516,Suburbs,18,1,4.02,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,2004,23.7,24.9,4.3,0.06,20.7,25,6.9,0.18,10369.98295,2579.597748,6.554942,0,0,0,0,0,0,0,0,0
Simulation517,City,96,4,3.25,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_TanklessHeater,1980_2004,21.6,24.6,4.2,0.06,23.4,26.5,5.1,0.34,22732.22167,6994.529745,6.416696,47.95,60.01,47.95,60.01,880.53505,1156.286021,191.134,139.178,51.957
Simulation518,City,162,9,3.92,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,pre_1980,21.6,24.8,5.1,0.15,23.5,26,6,0.34,90165.00074,23001.2757,4.27512,27.17,18.55,27.17,18.55,2368.066718,5496.385088,86.558,29.646,56.912
Simulation519,Urban,106,2,3.78,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2007,23.6,25.2,4.5,0.15,20.1,25.3,6.3,0.21,33918.70122,8973.20138,4.533517,18.1,27.72,18.1,27.72,993.139452,1364.126744,160.672,108.174,52.497
Simulation520,Suburbs,51,2,3.21,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2016,22.6,24.4,5.1,0.11,22.8,25.4,5.8,0.23,13319.21402,4149.287856,6.127903,48.05,61.25,48.05,61.25,571.204933,1341.898163,103.354,50.094,53.26
Simulation521,Suburbs,65,5,4.44,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,pre_1980,21.3,24.3,4.9,0.13,22.9,24.4,6.5,0.22,24266.6424,5465.46,6.82488,25.06,40.73,25.06,40.73,936.368863,2136.561779,117.666,64.668,52.998
Simulation522,Suburbs,53,5,2.87,External-Shading,GEG,DHWBaseboard,Gas_WaterHeater,2010,23.3,24.6,5.2,0.09,21.8,25.2,6.5,0.4,34878.77235,12152.88235,4.246898,43.03,57.91,43.03,57.91,1152.99498,1602.912459,123.198,67.547,55.652
Simulation523,Urban,99,5,3.4,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2010,22.4,24,5.5,0.14,21.9,25.9,6.2,0.17,33677.58424,9905.171836,5.236372,14.91,21.74,14.91,21.74,1092.673833,2649.524024,89.539,33.716,55.823
Simulation524,Suburbs,173,5,4.36,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,2004,22.6,24.1,4.2,0.19,22.6,25.5,6.2,0.4,35440.14713,8128.474112,6.008702,66.37,51.8,66.37,51.8,1263.010994,2941.603979,111.134,55.638,55.496
Simulation526,Suburbs,70,4,3.15,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,pre_1980,21.7,24.2,4.2,0.2,21,25,6.3,0.2,18757.03709,5954.61495,6.365666,38.29,61.93,38.29,61.93,695.93565,894.903266,158.187,104.534,53.653
Simulation527,Urban,31,4,3.69,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,23.3,24.3,5.5,0.16,23.9,24.4,5.4,0.25,22298.75413,6043.0228,6.898035,23.75,20.83,23.75,20.83,955.834612,2526.83354,110.373,55.46,54.912
Simulation528,Urban,106,9,3.03,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2010,22.7,24.4,4.6,0.15,22.6,25.7,5.3,0.42,69360.98975,22891.41576,4.011598,49.66,59.31,49.66,59.31,1992.73392,2778.93193,113.779,57.518,56.26
Simulation529,Suburbs,40,6,3.13,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,21.6,25.6,5.9,0.19,23.3,26,6.5,0.2,16328.86057,5216.88836,7.304524,30.14,26.44,30.14,26.44,771.196438,1800.168991,103.213,48.423,54.791
Simulation530,Country,129,9,4.24,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,pre_1980,21.2,25.4,5.6,0.19,22,24.4,6.5,0.43,71562.72483,16878.00114,4.893489,18.17,28.99,18.17,28.99,1975.208028,2682.490965,139.152,83.337,55.815
Simulation531,City,95,4,3.13,External-Shading,Passive,DHWBaseboard,Gas_WaterHeater,2007,23.8,24.5,4.9,0.15,20.3,25.5,6,0.42,21203.05144,6774.13784,6.390198,14.79,22.98,14.79,22.98,752.407692,1032.835046,150.138,95.894,54.243
Simulation532,Country,155,2,3.81,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,2004,21.5,25.6,4.7,0.11,20.6,26,6.5,0.48,9481.195058,2488.50264,9.512856,25.64,18.79,25.64,18.79,399.50448,537.564992,197.473,144.005,53.468
Simulation534,Suburbs,177,1,4.41,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,23.3,25.1,4.2,0.09,22.6,26.8,6.5,0.27,10990.76429,2492.2368,8.404098,70.85,53.1,70.85,53.1,484.159895,1276.181725,132.852,82.076,50.777
Simulation535,Country,118,3,3.01,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2013,22.4,25.4,5.3,0.18,23.7,26.7,5.4,0.29,25314.25712,8410.0522,4.496682,16.63,22.21,16.63,22.21,861.578488,2093.927258,85.345,33.003,52.343
Simulation536,Urban,177,4,3.37,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2013,21.1,24.8,4.2,0.09,22.8,24.1,5.4,0.17,15867.39198,4708.42492,6.573648,22.81,15.98,22.81,15.98,652.733544,1493.496406,104.321,48.998,55.324
Simulation537,City,82,1,3.19,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2007,21.7,25.9,5.5,0.17,20.6,25,5.1,0.39,15587.57726,4886.387856,5.734485,17.54,22.33,17.54,22.33,616.99716,826.551775,164.901,116.328,48.574
Simulation538,Urban,0,5,4.03,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2004,22.6,24.3,6,0.09,21.6,25.9,5.7,0.48,74866.78002,18577.36477,3.61335,27.94,21.52,27.94,21.52,1952.88257,2559.522384,166.049,111.109,54.94
Simulation539,Urban,21,5,3.89,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,pre_1980,22.7,24.7,5,0.12,23.2,24.9,5.2,0.48,45834.96802,11782.76813,4.50684,65.81,52.25,65.81,52.25,1495.542548,3579.779731,94.481,39.584,54.898
Simulation540,Country,147,10,3.27,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2010,21.9,24.8,4.2,0.12,22.3,25.8,5.6,0.36,61881.53232,18924.016,4.920776,64.33,47.95,64.33,47.95,2118.413655,4899.195886,82.883,27.916,54.967
Simulation541,Urban,80,8,3.09,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2013,23.6,24.3,6,0.15,23.1,24,6.5,0.48,57921.78465,18744.91413,4.319103,19.41,24.02,19.41,24.02,1824.984177,4674.93227,83.173,28.747,54.427
Simulation543,Country,59,5,3.69,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,2013,22.4,24,5.8,0.2,22.8,25.3,6.3,0.49,21552.47879,5840.78016,7.088782,46.69,62.79,46.69,62.79,834.1548,1145.948623,164.719,109.515,55.204
Simulation544,Urban,67,9,4.27,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,22.9,25,4,0.12,23.2,25.5,6.7,0.31,62087.1237,14540.31,5.392428,19.01,28.4,19.01,28.4,1964.732092,4830.73223,101.059,44.872,56.188
Simulation545,City,111,6,3.11,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,23.9,24.7,4.9,0.13,23.7,24.4,5.8,0.4,24312.1001,7817.39553,6.11318,45.01,58.34,45.01,58.34,1008.001446,2560.684166,103.579,48.469,55.111
Simulation546,Suburbs,144,1,3.1,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,21.4,26,4.1,0.15,23,25.3,6.6,0.2,5366.473395,1731.12045,9.250319,20.48,16.6,20.48,16.6,275.125464,635.34104,112.679,62.691,49.989
Simulation548,Urban,98,9,3.45,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2007,23.8,25.7,5.7,0.11,20.1,25.2,5.5,0.42,66129.27756,19167.90654,4.121131,16.15,24.83,16.15,24.83,1860.72367,2447.421741,149.245,93.666,55.579
Simulation549,Urban,103,2,4.03,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2013,21,24,4.8,0.18,23.2,24.6,5.7,0.29,24017.77051,5959.744544,5.773703,21.24,27.45,21.24,27.45,816.733876,1944.531969,100.565,47.603,52.961
Simulation550,Suburbs,96,10,3.45,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2019,22.7,25.9,4.6,0.19,22.7,25.7,5.6,0.32,57951.7131,16797.598,4.775397,18.4,22.68,18.4,22.68,1892.711838,4438.500847,90.311,34.505,55.805
Simulation552,City,92,6,3.37,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2016,24,24.5,4.9,0.19,20.8,25.2,5.6,0.17,29190.70455,8661.930134,5.773228,44.8,62.68,44.8,62.68,1093.53486,2719.665235,99.926,43.955,55.971
Simulation553,Suburbs,98,7,4.36,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,1980_2004,22.9,25.1,5.7,0.12,21.8,24.8,6.2,0.3,52038.75129,11935.49342,5.119964,36.49,42.71,36.49,42.71,1723.871388,4014.774648,108.825,53.08,55.745
Simulation554,Urban,36,3,4.23,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2004,21.5,25.4,5.9,0.16,21.3,26.4,5.2,0.44,25794.08105,6097.8915,6.849086,70.75,52.16,70.75,52.16,860.97168,1165.226896,174.348,121.13,53.218
Simulation556,Urban,62,7,3.4,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2013,23.2,25.7,5.8,0.08,21,26.9,5.3,0.21,41619.36654,12240.99016,5.049169,27.35,36.78,27.35,36.78,1382.825004,1903.808628,148.932,94.416,54.515
Simulation557,Country,46,5,3.66,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_TanklessHeater,pre_1980,21.5,25.3,5,0.06,20,24.2,6.1,0.24,30387.54894,8302.609,5.341482,22.81,24.26,22.81,24.26,1108.96832,1450.841204,205.571,149.742,55.828
Simulation558,Urban,115,4,4.15,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,1980_2004,22.8,24.7,4.5,0.19,23.8,25.8,5.9,0.31,22277.8059,5368.146,7.097995,23.79,42.58,23.79,42.58,821.569259,1978.76995,111.663,58.238,53.426
Simulation561,Suburbs,131,7,2.97,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2007,22.2,25.2,4.4,0.18,21.2,24.9,5.5,0.44,38582.03448,12990.584,4.586125,23.7,33.82,23.7,33.82,1286.51533,1682.378515,127.27,71.557,55.714
Simulation563,Country,8,1,4.24,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,pre_1980,22.2,24.7,4.3,0.11,22.6,26.7,5.2,0.45,20735.07603,4890.34812,5.226566,70.96,52.6,70.96,52.6,769.883298,1893.475545,107.038,57.336,49.702
Simulation564,Urban,35,4,3.42,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,21.3,24.5,5,0.1,23.7,24.9,5.2,0.22,7980.379848,2333.4444,10.040429,29.36,29.43,29.36,29.43,462.578026,1102.58391,135.662,80.577,55.084
Simulation568,City,80,5,2.85,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,pre_1980,21.4,24.3,5,0.08,21.3,24.9,5.8,0.3,34972.27157,12270.97248,4.899046,43.97,59.21,43.97,59.21,1111.998252,2346.146508,77.661,22.876,54.785
Simulation569,Urban,102,7,4.22,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2019,22.1,24.5,4.8,0.05,23.5,26.3,6,0.21,82201.73975,19479.08525,4.481408,21.16,28.91,21.16,28.91,2366.003201,5911.85374,94.195,39.79,54.405
Simulation570,Suburbs,159,4,3.96,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,23.5,24.6,4.4,0.09,22.9,25.9,5.9,0.39,28991.23441,7321.01879,6.082381,28.55,14.23,28.55,14.23,988.01906,2548.155904,104.847,49.166,55.679
Simulation571,Urban,138,9,4.28,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_TanklessHeater,1980_2004,23.4,25.6,4.6,0.16,23.6,25.6,5.2,0.3,60897.56844,14228.40384,5.000029,48.83,32.46,48.83,32.46,2013.796872,2759.12684,178.19,122.078,56.112
Simulation572,City,148,7,3.9,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,2010,21.5,24.4,5.8,0.09,23.4,25.4,5.4,0.35,68951.89454,17679.97296,4.547723,43.89,31.91,43.89,31.91,1940.032758,4533.161751,89.018,33.365,55.653
Simulation573,Country,16,8,3.73,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2010,23,24.8,5.6,0.15,22.4,24.1,6.5,0.42,52472.72988,14067.756,5.838243,25.41,18.51,25.41,18.51,1693.244784,2327.454388,157.87,104.579,53.291
Simulation576,Urban,34,1,4.11,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2007,22,24.6,6,0.16,21.1,27,6.4,0.15,8791.48465,2139.04736,7.894749,23.04,23.34,23.04,23.34,409.738758,998.834749,125.596,74.413,51.183
