Simulation,Unnamed: 0,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],A/V,Window to Wall Ratio [%],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Cooling [kWh/m?a],EUI Interior Lighting [kWh/m?a],EUI Exterior Lighting [kWh/m?a],EUI Interior Equipment [kWh/m?a],EUI Exterior Equipment [kWh/m?a],EUI Fans [kWh/m?a],EUI Pumps [kWh/m?a],EUI Heat Rejection [kWh/m?a],EUI Humidification [kWh/m?a],EUI Heat Recovery [kWh/m?a],EUI Water Systems [kWh/m?a],EUI Refrigeration [kWh/m?a],EUI Generators [kWh/m?a],EUI Electric Equipment [kWh/m?a],EUI Electricity [kWh],EUI Natrual Gas [kWh/m?a],EUI District Heating [kWh/m?a],EUI District Cooling [kWh/m?a],Boiler  Design Size Nominal Capacity [kW],CentralAirSourceHeatPumpCapacity[kW],District Heating Peak [kW],Baseboard Capacity Average [kW],Baseboard Capacity Sum [kW],Service Hot Water Tank Volume [m],Service Hot Water Design Flow Rate [l/min]
Simulation695,695,Suburbs,38,3,3.82,Vertical-Windows,2.04,3.3,3,4,4,9.91,TRUE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2019,23.8,25.1,5.7,0.16,23.6,24.9,5,0.45,20283.94146,5309.93232,0.26178,0.194024,6.45354,26.01,16.88,26.01,16.88,239.373,186.052,0,15.462,0,0,0,0,0.156,0,0,0,5.074,0,0,32.628,53.324701,186.067243,0,0,756.91666,0,0,31.478784,1007.321086,310,5.22
Simulation697,697,Country,171,3,4.22,Vertical-Windows,2.09,3.22,4,5,3,12.39,FALSE,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2016,22.4,25.9,4,0.1,20.4,24.6,6.5,0.31,24620.31647,5834.198216,0.236967,0.207374,5.466114,23.56,19.32,23.56,19.32,232.907,178.507,0,15.592,0,0,0,0,0.145,0,0,0,5.32,0,0,33.343,49.083777,183.84168,0,0,861.24429,0,0,35.685711,1141.942737,0,0
Simulation698,698,Urban,80,6,3.51,Ribbon-Windows,3.83,2.36,4,5,4,12.76,TRUE,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,1980_2004,21,24.8,4.6,0.12,20.2,24.5,5.9,0.32,60720.11669,17299.17854,0.2849,0.563978,4.442854,44.99,66.59,44.99,66.59,78.024,22.339,0,16.022,0,0,0,0,0.108,0,0,0,3.168,0,0,36.386,74.861977,3.168515,0,0,0,1625.963125,0,56.375823,3326.173531,530,8.76
Simulation699,699,Suburbs,180,4,4.4,Horizontal-Windows,2.49,3,4,5,4,11.41,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,2016,22.4,25,4.1,0.1,22.4,25.6,5.3,0.27,42184.4346,9587.3715,0.227273,0.401093,5.086021,46.55,36.64,46.55,36.64,98.365,43.772,0,15.787,0,0,0,0,0.224,0,0,0,3.695,0,0,34.887,98.373103,0,0,0,0,1280.225245,0,74.45144,3052.509035,0,0
Simulation700,700,Country,93,6,3.31,Horizontal-Windows,2.75,2.53,5,5,2,8.33,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2019,23.3,24.5,4.9,0.09,22,24.9,5.9,0.38,28592.05845,8638.084125,0.302115,0.338074,5.746341,31.69,36.9,31.69,36.9,160.598,104.217,0,16.227,0,0,0,0,0.11,0,0,0,2.303,0,0,37.741,56.386317,0,104.224848,0,0,0,929.17205,25.818154,1523.271071,220,3.72
Simulation701,701,Suburbs,82,8,4.07,Vertical-Windows,2.07,2.04,4,4,4,9.61,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2004,22.2,24.4,5.8,0.11,23.6,26.6,6.5,0.21,33315.05723,8185.517748,0.2457,0.208616,6.39105,19,24.3,19,24.3,117.759,61.693,0,16.171,0,0,0,0,0.328,0,0,0,2.155,0,0,37.412,117.768178,0,0,0,0,1369.838154,0,44.804023,3449.909742,200,3.3
Simulation702,702,Suburbs,69,2,3.87,Ribbon-Windows,3.06,3.42,4,3,4,9.54,TRUE,External-Shading,Passive,BoilerBaseboard,Electric_TanklessHeater,2019,22.7,25.6,5.7,0.12,20.8,24.5,5.3,0.23,20881.15705,5395.647816,0.258398,0.541145,6.038713,49.61,64.8,49.61,64.8,201.447,150.827,0,15.068,0,0,0,0,0.126,0,0,0,5.521,0,0,29.905,50.624045,150.839327,0,0,749.42781,0,0,42.738865,982.993894,0,0
Simulation703,703,Suburbs,13,4,3.81,Ribbon-Windows,3.6,2.86,4,5,2,7.71,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2016,23.9,25.3,4,0.1,21.4,24.2,5.3,0.19,29920.97394,7853.274,0.262467,0.587906,5.731123,66.81,51.64,66.81,51.64,99.393,43.452,0,15.986,0,0,0,0,0.231,0,0,0,3.629,0,0,36.095,99.400731,0,0,0,0,1028.236007,0,60.253366,2470.388013,330,5.52
Simulation704,704,City,20,8,4.31,Ribbon-Windows,3.7,3,4,5,2,12.91,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_WaterHeater,1980_2004,23.6,25.4,5.8,0.12,22.9,24.8,6.4,0.4,79939.91895,18547.545,0.232019,0.633389,4.407277,71.36,54.27,71.36,54.27,205.35,149.993,0,16.185,0,0,0,0,0.124,0,0,0,2.058,0,0,36.99,53.303785,152.062726,0,0,2390.66319,0,0,40.812934,3142.595933,360,6
Simulation706,706,Suburbs,68,4,2.97,Vertical-Windows,3.07,2.45,4,4,4,7.31,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2007,21.6,24,4.2,0.14,21.6,25.6,5.7,0.31,21109.10103,7107.441425,0.3367,0.161251,5.397806,13.73,20.24,13.73,20.24,161.148,104.683,0,15.83,0,0,0,0,0.086,0,0,0,5.248,0,0,35.302,51.221945,109.939374,0,0,741.94685,0,0,23.617227,968.306302,350,5.82
Simulation707,707,Urban,30,2,4.16,Horizontal-Windows,3.24,2.52,4,4,2,12.4,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2019,23.7,26,4.2,0.07,20.7,24.4,6.8,0.28,14741.05651,3543.5232,0.240385,0.400418,8.078007,47.48,32.23,47.48,32.23,123.082,70.852,0,15.253,0,0,0,0,0.388,0,0,0,6.078,0,0,30.512,117.014015,6.07809,0,0,0,597.429609,0,65.509066,1506.708519,0,0
Simulation709,709,Urban,55,10,4.09,Vertical-Windows,2.21,3.48,4,5,3,10.69,FALSE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2004,22.5,25.7,4.5,0.09,22.9,26.5,6.2,0.38,75276.79439,18405.0842,0.244499,0.21528,5.080655,18.57,28.05,18.57,28.05,98.252,42.083,0,16.282,0,0,0,0,0.221,0,0,0,1.614,0,0,38.052,98.259418,0,0,0,0,2352.892366,0,58.732509,5579.588385,350,5.82
Simulation711,711,Suburbs,45,10,3.1,Horizontal-Windows,3.14,3,3,4,4,9.94,FALSE,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2010,22.3,25.7,5.2,0.09,21,26.8,6,0.36,65881.46412,21252.0852,0.322581,0.293702,4.014018,36.08,25.03,36.08,25.03,113.012,56.942,0,16.216,0,0,0,0,0.059,0,0,0,2.169,0,0,37.626,53.905285,2.169372,56.946406,0,0,0,1467.29262,25.976993,2467.814366,440,7.32
Simulation712,712,Country,65,3,3.54,Vertical-Windows,3.27,2.98,5,4,3,8.36,TRUE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2016,22,24.5,5.2,0.07,21.3,25.6,6.2,0.23,24080.8867,6802.510368,0.282486,0.214994,5.105954,20.29,23.73,20.29,23.73,159.55,104.099,0,15.714,0,0,0,0,0.11,0,0,0,5.284,0,0,34.343,50.170953,5.284828,104.107158,0,0,0,712.58758,36.549495,1169.583835,0,0
Simulation713,713,Urban,42,7,4.24,Horizontal-Windows,3.28,2.59,4,4,3,7.74,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2013,23.5,25.4,4.6,0.11,23.6,26.8,6.9,0.44,47885.96084,11293.85869,0.235849,0.368464,4.928853,47.04,29.84,47.04,29.84,209.178,152.761,0,16.166,0,0,0,0,0.128,0,0,0,2.775,0,0,37.348,53.64627,155.548529,0,0,1647.872,0,0,32.241801,2192.442479,0,0
Simulation714,714,Suburbs,34,3,3.38,Ribbon-Windows,2.82,3.89,4,3,3,7.06,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,1980_2004,21.7,25.8,5.4,0.16,23.4,26.2,6.9,0.35,18897.8763,5591.087664,0.295858,0.519024,6.136285,58.94,49.6,58.94,49.6,99.171,44.132,0,15.605,0,0,0,0,0.225,0,0,0,5.74,0,0,33.469,93.438372,5.740743,0,0,0,776.936209,0,55.789256,1785.256183,300,4.98
Simulation715,715,Urban,176,8,3.16,Horizontal-Windows,3.54,2.42,4,4,3,11.25,TRUE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,22.2,25.2,4,0.11,23.1,25.2,6.6,0.26,46690.85903,14775.5883,0.316456,0.310496,5.359697,36.95,25.32,36.95,25.32,83.159,27.715,0,16.154,0,0,0,0,0.142,0,0,0,2.139,0,0,37.008,81.025807,2.139398,0,0,0,1583.138637,0,50.110206,3858.485863,0,0
Simulation717,717,Urban,170,3,4.2,Vertical-Windows,3.17,3.13,4,3,2,11.28,TRUE,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2016,21.6,25.4,4.8,0.14,21.8,24.2,5.2,0.39,20403.01267,4857.86016,0.238095,0.233034,6.777223,27.38,20.45,27.38,20.45,187.509,135.079,0,15.546,0,0,0,0,0.14,0,0,0,4.445,0,0,32.299,47.988502,4.445614,135.089719,0,0,0,610.48514,31.045864,993.467658,190,3.18
Simulation718,718,Suburbs,172,5,2.84,Vertical-Windows,2.69,3.31,4,4,3,7.65,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2013,22.8,24,4.1,0.07,21.3,25.7,5.1,0.38,24713.05938,8701.78147,0.352113,0.159726,5.097919,18.07,15.05,18.07,15.05,140.413,84.872,0,16.003,0,0,0,0,0.09,0,0,0,3.179,0,0,36.27,55.5464,0,84.878633,0,0,0,726.90862,24.039875,1201.993759,320,5.34
Simulation719,719,Urban,104,5,3.64,Horizontal-Windows,2.33,3.18,3,4,4,7.1,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,22.6,24.7,5,0.19,22.8,25.6,5.1,0.44,28464.36597,7819.88076,0.274725,0.303528,5.560086,27.35,38.23,27.35,38.23,102.585,46.065,0,15.92,0,0,0,0,0.244,0,0,0,4.494,0,0,35.862,98.098653,4.494248,0,0,0,1028.931936,0,48.8952,2444.759979,0,0
Simulation720,720,City,91,1,4.08,Vertical-Windows,3.11,2.98,4,5,2,12.81,FALSE,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2010,22,26,5.6,0.12,23.2,24.7,5.1,0.48,11650.06945,2855.40918,0.245098,0.243886,8.199626,21.16,27.78,21.16,27.78,211.177,161.55,0,14.537,0,0,0,0,0.171,0,0,0,9.052,0,0,25.867,49.631013,0,161.562987,0,0,0,407.63406,47.994414,671.92179,300,4.98
Simulation723,723,Urban,95,5,3.59,Ribbon-Windows,2.01,3.2,4,3,3,11.83,TRUE,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,2007,22.8,25.4,5.2,0.1,21.8,25.4,5.9,0.18,22833.6476,6360.34752,0.278552,0.524035,7.264457,49.44,60.07,49.44,60.07,180.094,126.604,0,15.848,0,0,0,0,0.131,0,0,0,2.802,0,0,34.709,50.691342,2.802306,126.613923,0,0,0,778.74525,25.571827,1278.591358,0,0
Simulation724,724,Suburbs,74,8,3.73,Vertical-Windows,3.61,2.18,4,5,2,8.89,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2016,23.5,24.8,5,0.16,22.6,26.7,5.6,0.27,43739.45518,11726.39549,0.268097,0.229108,5.41786,17.19,27.48,17.19,27.48,103.261,47.145,0,16.261,0,0,0,0,0.257,0,0,0,1.77,0,0,37.827,103.269089,0,0,0,0,1575.919812,0,51.90707,3996.844414,0,0
Simulation725,725,City,143,10,3.34,Ribbon-Windows,3.75,2.36,4,3,4,8.4,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,pre_1980,23,25.3,4.4,0.05,22.7,25.4,5.8,0.29,56327.6304,16864.56,0.299401,0.515302,5.236196,62.28,44.08,62.28,44.08,92.853,36.801,0,16.236,0,0,0,0,0.195,0,0,0,1.867,0,0,37.754,90.993446,1.867313,0,0,0,1820.648274,0,44.469727,4224.624098,0,0
Simulation726,726,Suburbs,84,9,3.74,Ribbon-Windows,2.28,2.7,3,4,2,7.62,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2010,22.4,24.6,4.4,0.06,20.7,24.8,5.4,0.26,27927.43272,7467.228,0.26738,0.51993,6.562726,46.39,60.92,46.39,60.92,118.752,62.833,0,16.226,0,0,0,0,0.321,0,0,0,1.963,0,0,37.408,118.761329,0,0,0,0,1249.00364,0,34.580826,2973.951054,160,2.64
Simulation728,728,Country,157,9,3.17,Horizontal-Windows,2.19,2.8,4,3,3,8.48,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2010,21.7,25.1,4.8,0.18,23.2,24.6,6,0.34,28100.20886,8864.4192,0.315457,0.250022,7.322569,28.11,23.79,28.11,23.79,168.62,112.86,0,16.199,0,0,0,0,0.116,0,0,0,2.145,0,0,37.3,53.619692,2.144825,112.868766,0,0,0,996.20208,18.981869,1632.440712,170,2.76
Simulation729,729,Country,121,9,3.25,Horizontal-Windows,2.71,3.93,3,3,4,9.86,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2007,22.3,25.6,4.5,0.08,20.8,25.9,5,0.24,60622.04012,18652.93542,0.307692,0.262013,4.562807,24.05,31.89,24.05,31.89,134.501,79.669,0,16.134,0,0,0,0,0.084,0,0,0,1.694,0,0,36.919,54.83563,0,79.675822,0,0,0,1543.64867,29.583268,2544.161035,370,6.18
Simulation730,730,Suburbs,33,1,3.02,Horizontal-Windows,3.71,3.19,4,4,2,11.21,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2004,21.4,25,4.2,0.06,22.9,26.7,6.7,0.47,9153.372028,3030.91789,0.331126,0.308237,7.386996,33.65,28.3,33.65,28.3,194.551,145.666,0,14.501,0,0,0,0,0.154,0,0,0,8.698,0,0,25.531,48.888041,0,145.677912,0,0,0,367.22797,42.178351,590.49691,310,5.1
Simulation731,731,Urban,60,6,4.39,Ribbon-Windows,2.98,3.95,5,3,4,8.72,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2007,21.5,24,5.3,0.15,21,25,5.1,0.43,66523.92892,15153.51456,0.22779,0.578767,5.059323,55.24,66.66,55.24,66.66,93.584,38.557,0,16.043,0,0,0,0,0.189,0,0,0,2.291,0,0,36.504,93.591599,0,0,0,0,2107.186753,0,76.839429,4533.526319,410,6.84
Simulation732,732,Suburbs,128,4,3.88,Vertical-Windows,2.24,2.07,3,3,3,12.66,TRUE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,2010,23.4,24.5,5.7,0.08,21.1,25.5,5.9,0.41,14340.45393,3695.99328,0.257732,0.184479,7.493094,14.82,22.94,14.82,22.94,227.733,175.664,0,15.617,0,0,0,0,0.184,0,0,0,3.25,0,0,33.019,52.072608,0,175.678159,0,0,0,538.03108,21.299461,873.277918,130,2.1
Simulation733,733,Urban,36,8,2.94,Vertical-Windows,2.11,2.04,4,5,4,7.9,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_TanklessHeater,pre_1980,23.1,25.6,5,0.12,23.8,24.5,6.1,0.27,26447.55075,8995.76556,0.340136,0.15701,5.629016,16.64,15.17,16.64,15.17,152.344,95.695,0,16.232,0,0,0,0,0.102,0,0,0,2.272,0,0,38.043,56.654306,0,95.702323,0,0,0,871.91935,18.896174,1455.005378,0,0
Simulation734,734,Country,83,3,4.48,Vertical-Windows,2.28,2.24,5,4,3,9.74,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2010,21.9,24.6,5,0.06,22.9,26.1,6.7,0.35,16856.3422,3762.576384,0.223214,0.234442,7.314039,22.32,25.5,22.32,25.5,291.722,236.874,0,15.673,0,0,0,0,0.192,0,0,0,5.014,0,0,33.969,49.839029,241.907157,0,0,711.24955,0,0,29.78503,953.120955,0,0
Simulation735,735,Urban,3,8,4.43,Vertical-Windows,2.9,2.98,5,4,2,10.71,FALSE,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2004,22.3,24.9,4.2,0.05,21.3,26.5,6.7,0.2,56735.06272,12807.0119,0.225734,0.255252,5.904518,28.36,23.74,28.36,23.74,220.499,164.988,0,16.229,0,0,0,0,0.131,0,0,0,1.78,0,0,37.371,53.736157,166.780734,0,0,1952.92623,0,0,33.566808,2584.644209,0,0
Simulation737,737,Suburbs,70,2,3.89,Horizontal-Windows,2.22,3.65,3,3,4,10,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2007,23.4,24.5,4.3,0.13,22,25.5,6.4,0.47,15886.41768,4083.912,0.257069,0.312313,6.12256,28.36,39.78,28.36,39.78,114.168,62.173,0,14.974,0,0,0,0,0.333,0,0,0,7.493,0,0,29.194,106.682585,7.494099,0,0,0,647.74265,0,75.892339,1745.523791,280,4.74
Simulation738,738,Suburbs,84,9,3.2,Ribbon-Windows,2.32,3.93,5,3,2,12.62,FALSE,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,2004,23,25,4.4,0.06,22.5,25.7,6.5,0.47,42918.36672,13411.9896,0.3125,0.548748,6.583648,53.23,59.2,53.23,59.2,96.114,42.152,0,16.163,0,0,0,0,0.216,0,0,0,1.077,0,0,36.504,96.121523,0,0,0,0,1814.784843,0,48.565588,4176.640594,0,0
Simulation739,739,Country,160,9,3.31,Vertical-Windows,3.65,2.34,5,4,2,10.64,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23,24.6,4.8,0.08,23.6,24.2,6.9,0.32,46703.21292,14109.732,0.302115,0.222925,5.614755,25.44,19.13,25.44,19.13,97.703,41.982,0,16.267,0,0,0,0,0.225,0,0,0,1.596,0,0,37.633,96.114339,1.596544,0,0,0,1653.92041,0,46.719709,4017.894954,0,0
Simulation741,741,Urban,52,6,3.94,Vertical-Windows,2.93,3.21,4,4,3,10.69,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2010,21,25.8,5.7,0.15,20.3,25.1,6.3,0.18,48166.90579,12225.10299,0.253807,0.215832,4.618509,18.7,26.49,18.7,26.49,139.722,84.983,0,16.033,0,0,0,0,0.087,0,0,0,2.381,0,0,36.237,54.743309,0,84.989971,0,0,0,1156.33885,32.363701,1909.458365,340,5.7
Simulation743,743,Suburbs,42,8,4.46,Vertical-Windows,3.87,3.41,4,5,3,11.13,TRUE,External-Shading,GEG,DHWBaseboard,Electric_WaterHeater,2004,22.5,25.4,4.7,0.18,21.2,25.4,6,0.27,116018.8857,26013.20307,0.224215,0.239253,3.450945,28.95,19.77,28.95,19.77,129.571,73.938,0,16.196,0,0,0,0,0.078,0,0,0,1.905,0,0,37.453,55.637424,0,73.943484,0,0,0,2137.89704,46.404341,3573.13423,600,9.96
Simulation744,744,Urban,53,2,3.16,Horizontal-Windows,2.27,2.75,4,5,3,7.19,TRUE,Low-SHGC-Value,GEG,DHWBaseboard,Gas_TanklessHeater,2016,22.8,25.8,5.9,0.15,23,25.3,6.3,0.45,10277.20504,3252.280075,0.316456,0.261858,6.525301,24.14,30.36,24.14,30.36,194.378,137.831,0,15.36,0,0,0,0,0.148,0,0,0,8.854,0,0,32.185,47.696853,8.85518,137.841683,0,0,0,375.24259,26.553113,610.721593,0,0
Simulation745,745,Suburbs,107,5,2.93,Vertical-Windows,2.59,3.4,4,5,2,11.94,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2004,22.9,24.8,4.9,0.2,20.3,26.3,6.2,0.3,27303.23196,9318.5092,0.341297,0.176731,5.08082,15.67,20.68,15.67,20.68,127.599,73.038,0,16.003,0,0,0,0,0.077,0,0,0,2.646,0,0,35.835,54.565424,0,73.043867,0,0,0,759.58991,25.047457,1252.37286,280,4.74
Simulation746,746,Urban,85,7,3.6,Horizontal-Windows,3.2,3.22,4,4,2,11.94,FALSE,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,2016,21.1,25.4,5.4,0.17,22,25.3,5.8,0.39,46204.78464,12834.6624,0.277778,0.36958,4.943995,33.13,41.79,33.13,41.79,154.053,99.77,0,16.102,0,0,0,0,0.08,0,0,0,1.808,0,0,36.293,54.287692,99.777971,0,0,1540.81664,0,0,29.594203,2012.405773,270,4.44
Simulation747,747,Urban,38,7,3.07,Horizontal-Windows,3.8,2.18,3,4,3,10.94,FALSE,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,2007,23.1,24.6,5,0.12,23.7,24.1,5.5,0.47,35519.18088,11569.76576,0.325733,0.272594,5.185555,33.93,18.45,33.93,18.45,157.452,102.852,0,16.048,0,0,0,0,0.085,0,0,0,2.236,0,0,36.23,54.604272,102.860076,0,0,1271.62971,0,0,24.990919,1699.382521,300,4.98
Simulation749,749,City,43,8,4.18,Ribbon-Windows,2.15,2.89,4,4,3,8.63,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2016,22.4,24.3,4.7,0.16,23.8,26.1,5,0.42,40508.93935,9691.133815,0.239234,0.54863,5.72156,63.31,51.26,63.31,51.26,111.275,55.385,0,16.202,0,0,0,0,0.282,0,0,0,1.895,0,0,37.511,111.283622,0,0,0,0,1650.220462,0,51.57673,3971.408231,0,0
Simulation751,751,Suburbs,28,4,2.95,Ribbon-Windows,3.38,2.12,4,4,3,9.68,FALSE,External-Shading,GEG,BoilerBaseboard,Gas_TanklessHeater,2019,22.3,24.5,4.8,0.06,21.2,26.6,7,0.19,18491.9773,6268.46688,0.338983,0.50443,5.795451,59.46,41.67,59.46,41.67,171.992,117.013,0,15.815,0,0,0,0,0.095,0,0,0,4.219,0,0,34.849,50.76339,121.241656,0,0,727.12748,0,0,23.2569,953.532888,0,0
Simulation752,752,Urban,37,5,3.45,Vertical-Windows,2.35,3.35,5,4,4,7.66,TRUE,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,pre_1980,23.6,24.2,4.8,0.12,22.6,24,6.5,0.4,33831.7381,9806.3009,0.289855,0.188517,5.747863,21.8,17.98,21.8,17.98,102.116,45.297,0,16.02,0,0,0,0,0.246,0,0,0,3.969,0,0,36.583,98.154225,3.969705,0,0,0,1251.986538,0,63.31392,3165.696002,370,6.12
Simulation753,753,Suburbs,18,1,3.09,Vertical-Windows,2.81,3.13,3,4,4,8.29,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2007,23.6,24.6,4,0.16,20.7,24,5.8,0.18,9273.498702,3001.132266,0.323625,0.174238,6.199948,23.3,14.46,23.3,14.46,115.692,62.379,0,14.199,0,0,0,0,0.347,0,0,0,14.396,0,0,24.37,101.303282,14.396655,0,0,0,430.109212,0,82.404149,1153.658086,410,6.84
Simulation754,754,City,119,4,4.35,Ribbon-Windows,2.62,3.41,4,5,2,10.6,TRUE,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2016,21.3,25.9,5.5,0.13,22.1,26.9,5.8,0.2,32451.24795,7460.057,0.229885,0.606159,5.949766,55.66,68.45,55.66,68.45,190.105,134.824,0,15.91,0,0,0,0,0.109,0,0,0,3.946,0,0,35.316,51.338963,138.780837,0,0,1112.83628,0,0,35.246059,1445.088421,0,0
Simulation756,756,Suburbs,21,9,4.37,Vertical-Windows,3.04,2.12,3,4,2,7.52,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2019,22.4,24.1,4.1,0.17,23.2,24.1,6.2,0.3,34021.84141,7785.3184,0.228833,0.200109,6.642866,25.93,13.74,25.93,13.74,276.697,220.894,0,16.229,0,0,0,0,0.178,0,0,0,1.96,0,0,37.437,55.807851,220.911682,0,0,1400.31181,0,0,21.823974,1876.861756,170,2.76
Simulation757,757,Suburbs,136,6,2.92,Vertical-Windows,3.74,4,4,3,3,11.03,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2004,21.9,25.1,4.4,0.15,21.3,27,6.2,0.48,49033.0815,16792.1512,0.342466,0.186849,4.053373,23.29,16.15,23.29,16.15,121.889,67.838,0,15.968,0,0,0,0,0.057,0,0,0,2.464,0,0,35.562,51.590235,70.308315,0,0,1539.92869,0,0,34.182435,2016.763693,0,0
Simulation759,759,City,160,7,3.8,Vertical-Windows,2.26,3.04,4,4,2,11.41,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2013,21.4,25.9,5.5,0.13,23.3,25.2,6.2,0.37,31966.04749,8412.11776,0.263158,0.213395,6.024446,23.76,19.94,23.76,19.94,108.89,53.704,0,16.113,0,0,0,0,0.272,0,0,0,2.392,0,0,36.408,106.504993,2.392573,0,0,0,1280.831242,0,45.317873,3081.615365,180,2.94
Simulation761,761,Urban,57,3,2.96,Vertical-Windows,3.09,3.07,4,4,4,8.8,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2013,23,25,4.7,0.13,23.4,24.2,6.6,0.43,22373.70417,7558.68384,0.337838,0.175421,5.335364,15.61,21.32,15.61,21.32,90.114,36.007,0,15.565,0,0,0,0,0.193,0,0,0,4.916,0,0,33.433,90.121047,0,0,0,0,804.137552,0,61.123841,1955.962915,440,7.38
Simulation762,762,Urban,176,2,2.8,Horizontal-Windows,3.29,2.97,4,5,3,12.78,FALSE,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,pre_1980,21,26,4.4,0.09,21.7,25,5.1,0.25,17465.84698,6237.802494,0.357143,0.263407,5.664698,34.31,19.41,34.31,19.41,137.513,84.286,0,15.202,0,0,0,0,0.09,0,0,0,7.221,0,0,30.715,46.009929,7.221339,84.293048,0,0,0,529.18542,37.722729,867.622775,0,0
Simulation763,763,City,175,8,3.38,Ribbon-Windows,3.36,3.42,3,5,2,12.05,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2010,22.6,24.1,5,0.13,20.6,26.3,6.6,0.49,57182.5669,16917.9192,0.295858,0.560908,4.399899,64.71,47.2,64.71,47.2,82.518,27.32,0,16.137,0,0,0,0,0.14,0,0,0,2.33,0,0,36.591,80.194398,2.330556,0,0,0,1719.634202,0,48.959616,3769.890422,370,6.18
